atc_code,atc_name
N01AB08,sevoflurane
N01AF,"Barbiturates, plain"
N01AF01,methohexital
N01AF02,hexobarbital
N01AF03,thiopental
N01AG,Barbiturates in combination with other drugs
N01AG01,narcobarbital
N01AH,Opioid anesthetics
N01AH01,fentanyl
N01AH02,alfentanil
N01AH03,sufentanil
N01AH04,phenoperidine
N01AH05,anileridine
N01AH06,remifentanil
N01AH51,"fentanyl, combinations"
N01AX,Other general anesthetics
N01AX03,ketamine
N01AX04,propanidid
N01AX05,alfaxalone
N01AX07,etomidate
N01AX10,propofol
N01AX11,sodium oxybate
N01AX13,nitrous oxide
N01AX14,esketamine
N01AX15,xenon
N01AX63,"nitrous oxide, combinations"
N01B,"ANESTHETICS, LOCAL"
N01BA,Esters of aminobenzoic acid
N01BA01,metabutethamine
N01BA02,procaine
N01BA03,tetracaine
N01BA04,chloroprocaine
N01BA05,benzocaine
N01BA52,"procaine, combinations"
N01BA53,"tetracaine, combinations"
N01BB,Amides
N01BB01,bupivacaine
N01BB02,lidocaine
N01BB03,mepivacaine
N01BB04,prilocaine
N01BB05,butanilicaine
N01BB06,cinchocaine
N01BB07,etidocaine
N01BB08,articaine
N01BB09,ropivacaine
N01BB10,levobupivacaine
N01BB20,combinations
N01BB51,"bupivacaine, combinations"
N01BB52,"lidocaine, combinations"
N01BB53,"mepivacaine, combinations"
N01BB54,"prilocaine, combinations"
N01BB57,"etidocaine, combinations"
N01BB58,"articaine, combinations"
N01BB59,bupivacaine and meloxicam
N01BC,Esters of benzoic acid
N01BC01,cocaine
N01BX,Other local anesthetics
N01BX01,ethyl chloride
N01BX02,dyclonine
N01BX03,phenol
N01BX04,capsaicin
N02,ANALGESICS
N02A,OPIOIDS
N02AA,Natural opium alkaloids
N02AA01,morphine
N02AA02,opium
N02AA03,hydromorphone
N02AA04,nicomorphine
N02AA05,oxycodone
N02AA08,dihydrocodeine
N02AA10,papaveretum
N02AA11,oxymorphone
N02AA51,"morphine, combinations"
N02AA53,hydromorphone and naloxone
N02AA55,oxycodone and naloxone
N02AA56,oxycodone and naltrexone
N02AA58,"dihydrocodeine, combinations"
N02AA59,"codeine, combinations excl. psycholeptics"
N02AA79,"codeine, combinations with psycholeptics"
N02AB,Phenylpiperidine derivatives
N02AB01,ketobemidone
N02AB02,pethidine
N02AB03,fentanyl
N02AB52,"pethidine, combinations excl. psycholeptics"
N02AB72,"pethidine, combinations with psycholeptics"
N02AC,Diphenylpropylamine derivatives
N02AC01,dextromoramide
N02AC03,piritramide
N02AC04,dextropropoxyphene
N02AC05,bezitramide
N02AC52,"methadone, combinations excl. psycholeptics"
N02AC54,"dextropropoxyphene, combinations excl. psycholeptics"
N02AC74,"dextropropoxyphene, combinations with psycholeptics"
N02AD,Benzomorphan derivatives
N02AD01,pentazocine
N02AD02,phenazocine
N02AD51,pentazocine and naloxone
N02AE,Oripavine derivatives
N02AE01,buprenorphine
N02AF,Morphinan derivatives
N02AF01,butorphanol
N02AF02,nalbuphine
N02AG,Opioids in combination with antispasmodics
N02AG01,morphine and antispasmodics
N02AG02,ketobemidone and antispasmodics
N02AG03,pethidine and antispasmodics
N02AG04,hydromorphone and antispasmodics
N02AJ,Opioids in combination with non-opioid analgesics
N02AJ01,dihydrocodeine and paracetamol
N02AJ02,dihydrocodeine and acetylsalicylic acid
N02AJ03,dihydrocodeine and other non-opioid analgesics
N02AJ06,codeine and paracetamol
N02AJ07,codeine and acetylsalicylic acid
N02AJ08,codeine and ibuprofen
N02AJ09,codeine and other non-opioid analgesics
N02AJ13,tramadol and paracetamol
N02AJ14,tramadol and dexketoprofen
N02AJ15,tramadol and other non-opioid analgesics
N02AJ16,tramadol and celecoxib
N02AJ17,oxycodone and paracetamol
N02AJ18,oxycodone and acetylsalicylic acid
N02AJ19,oxycodone and ibuprofen
N02AJ22,hydrocodone and paracetamol
N02AJ23,hydrocodone and ibuprofen
N02AX,Other opioids
N02AX01,tilidine
N02AX02,tramadol
N02AX03,dezocine
N02AX05,meptazinol
N02AX06,tapentadol
N02AX07,oliceridine
N02AX51,tilidine and naloxone
N02B,OTHER ANALGESICS AND ANTIPYRETICS
N02BA,Salicylic acid and derivatives
N02BA01,acetylsalicylic acid
N02BA02,aloxiprin
N02BA03,choline salicylate
N02BA04,sodium salicylate
N02BA05,salicylamide
N02BA06,salsalate
N02BA07,ethenzamide
N02BA08,morpholine salicylate
N02BA09,dipyrocetyl
N02BA10,benorilate
N02BA11,diflunisal
N02BA12,potassium salicylate
N02BA14,guacetisal
N02BA15,carbasalate calcium
N02BA16,imidazole salicylate
N02BA51,"acetylsalicylic acid, combinations excl. psycholeptics"
N02BA55,"salicylamide, combinations excl. psycholeptics"
N02BA57,"ethenzamide, combinations excl. psycholeptics"
N02BA59,"dipyrocetyl, combinations excl. psycholeptics"
N02BA65,carbasalate calcium combinations excl. psycholeptics
N02BA67,"magnesium salicylate, combinations excl. psycholeptics"
N02BA71,"acetylsalicylic acid, combinations with psycholeptics"
N02BA75,"salicylamide, combinations with psycholeptics"
N02BA77,"ethenzamide, combinations with psycholeptics"
N02BA79,"dipyrocetyl, combinations with psycholeptics"
N02BB,Pyrazolones
N02BB01,phenazone
N02BB02,metamizole sodium
N02BB03,aminophenazone
N02BB04,propyphenazone
N02BB05,nifenazone
N02BB51,"phenazone, combinations excl. psycholeptics"
N02BB52,"metamizole sodium, combinations excl. psycholeptics"
N02BB53,"aminophenazone, combinations excl. psycholeptics"
N02BB54,"propyphenazone, combinations excl. psycholeptics"
N02BB71,"phenazone, combinations with psycholeptics"
N02BB72,"metamizole sodium, combinations with psycholeptics"
N02BB73,"aminophenazone, combinations with psycholeptics"
N02BB74,"propyphenazone, combinations with psycholeptics"
N02BE,Anilides
N02BE01,paracetamol
N02BE03,phenacetin
N02BE04,bucetin
N02BE05,propacetamol
N02BE51,"paracetamol, combinations excl. psycholeptics"
N02BE53,"phenacetin, combinations excl. psycholeptics"
N02BE54,"bucetin, combinations excl. psycholeptics"
N02BE71,"paracetamol, combinations with psycholeptics"
N02BE73,"phenacetin, combinations with psycholeptics"
N02BE74,"bucetin, combinations with psycholeptics"
N02BF,Gabapentinoids
N02BF01,gabapentin
N02BF02,pregabalin
N02BF03,mirogabalin
N02BG,Other analgesics and antipyretics
N02BG02,rimazolium
N02BG03,glafenine
N02BG04,floctafenine
N02BG05,viminol
N02BG06,nefopam
N02BG07,flupirtine
N02BG08,ziconotide
N02BG09,methoxyflurane
N02BG10,cannabinoids
N02BG12,tanezumab
N02C,ANTIMIGRAINE PREPARATIONS
N02CA,Ergot alkaloids
N02CA01,dihydroergotamine
N02CA02,ergotamine
N02CA04,methysergide
N02CA07,lisuride
N02CA51,"dihydroergotamine, combinations"
N02CA52,"ergotamine, combinations excl. psycholeptics"
N02CA72,"ergotamine, combinations with psycholeptics"
N02CB,Corticosteroid derivatives
N02CB01,flumedroxone
N02CC,Selective serotonin (5HT1) agonists
N02CC01,sumatriptan
N02CC02,naratriptan
N02CC03,zolmitriptan
N02CC04,rizatriptan
N02CC05,almotriptan
N02CC06,eletriptan
N02CC07,frovatriptan
N02CC08,lasmiditan
N02CC51,sumatriptan and naproxen
N02CD,Calcitonin gene-related peptide (CGRP) antagonists
N02CD01,erenumab
N02CD02,galcanezumab
N02CD03,fremanezumab
N02CD04,ubrogepant
N02CD05,eptinezumab
N02CD06,rimegepant
N02CD07,atogepant
N02CD08,zavegepant
N02CX,Other antimigraine preparations
N02CX01,pizotifen
N02CX02,clonidine
N02CX03,iprazochrome
N02CX05,dimetotiazine
N02CX06,oxetorone
N03,ANTIEPILEPTICS
N03A,ANTIEPILEPTICS
N03AA,Barbiturates and derivatives
N03AA01,methylphenobarbital
N03AA02,phenobarbital
N03AA03,primidone
N03AA04,barbexaclone
N03AA30,metharbital
N03AB,Hydantoin derivatives
N03AB01,ethotoin
N03AB02,phenytoin
N03AB03,amino(diphenylhydantoin) valeric acid
N03AB04,mephenytoin
N03AB05,fosphenytoin
N03AB52,"phenytoin, combinations"
N03AB54,"mephenytoin, combinations"
N03AC,Oxazolidine derivatives
N03AC01,paramethadione
N03AC02,trimethadione
N03AC03,ethadione
N03AD,Succinimide derivatives
N03AD01,ethosuximide
N03AD02,phensuximide
N03AD03,mesuximide
N03AD51,"ethosuximide, combinations"
N03AE,Benzodiazepine derivatives
N03AE01,clonazepam
N03AF,Carboxamide derivatives
N03AF01,carbamazepine
N03AF02,oxcarbazepine
N03AF03,rufinamide
N03AF04,eslicarbazepine
N03AG,Fatty acid derivatives
N03AG01,valproic acid
N03AG02,valpromide
N03AG03,aminobutyric acid
N03AG04,vigabatrin
N03AG05,progabide
N03AG06,tiagabine
N03AX,Other antiepileptics
N03AX03,sultiame
N03AX07,phenacemide
N03AX09,lamotrigine
N03AX10,felbamate
N03AX11,topiramate
N03AX13,pheneturide
N03AX14,levetiracetam
N03AX15,zonisamide
N03AX17,stiripentol
N03AX18,lacosamide
N03AX19,carisbamate
N03AX21,retigabine
N03AX22,perampanel
N03AX23,brivaracetam
N03AX24,cannabidiol
N03AX25,cenobamate
N03AX26,fenfluramine
N03AX27,ganaxolone
N03AX30,beclamide
N04,ANTI-PARKINSON DRUGS
N04A,ANTICHOLINERGIC AGENTS
N04AA,Tertiary amines
N04AA01,trihexyphenidyl
N04AA02,biperiden
N04AA03,metixene
N04AA04,procyclidine
N04AA05,profenamine
N04AA08,dexetimide
N04AA09,phenglutarimide
N04AA10,mazaticol
N04AA11,bornaprine
N04AA12,tropatepine
N04AB,Ethers chemically close to antihistamines
N04AB01,etanautine
N04AB02,orphenadrine (chloride)
N04AC,Ethers of tropine or tropine derivatives
N04AC01,benzatropine
N04AC30,etybenzatropine
N04B,DOPAMINERGIC AGENTS
N04BA,Dopa and dopa derivatives
N04BA01,levodopa
N04BA02,levodopa and decarboxylase inhibitor
N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
N04BA04,melevodopa
N04BA05,melevodopa and decarboxylase inhibitor
N04BA06,etilevodopa and decarboxylase inhibitor
N04BA07,foslevodopa and decarboxylase inhibitor
N04BB,Adamantane derivatives
N04BB01,amantadine
N04BC,Dopamine agonists
N04BC01,bromocriptine
N04BC02,pergolide
N04BC03,dihydroergocryptine mesylate
N04BC04,ropinirole
N04BC05,pramipexole
N04BC06,cabergoline
N04BC07,apomorphine
N04BC08,piribedil
N04BC09,rotigotine
N04BD,Monoamine oxidase B inhibitors
N04BD01,selegiline
N04BD02,rasagiline
N04BD03,safinamide
N04BX,Other dopaminergic agents
N04BX01,tolcapone
N04BX02,entacapone
N04BX03,budipine
N04BX04,opicapone
N04C,OTHER ANTIPARKINSON DRUGS
N04CX,Other antiparkinson drugs
N04CX01,istradefylline
N05,PSYCHOLEPTICS
N05A,ANTIPSYCHOTICS
N05AA,Phenothiazines with aliphatic side-chain
N05AA01,chlorpromazine
N05AA02,levomepromazine
N05AA03,promazine
N05AA04,acepromazine
N05AA05,triflupromazine
N05AA06,cyamemazine
N05AA07,chlorproethazine
N05AB,Phenothiazines with piperazine structure
N05AB01,dixyrazine
N05AB02,fluphenazine
N05AB03,perphenazine
N05AB04,prochlorperazine
N05AB05,thiopropazate
N05AB06,trifluoperazine
N05AB07,acetophenazine
N05AB08,thioproperazine
N05AB09,butaperazine
N05AB10,perazine
N05AC,Phenothiazines with piperidine structure
N05AC01,periciazine
N05AC02,thioridazine
N05AC03,mesoridazine
N05AC04,pipotiazine
N05AD,Butyrophenone derivatives
N05AD01,haloperidol
N05AD02,trifluperidol
N05AD03,melperone
N05AD04,moperone
N05AD05,pipamperone
N05AD06,bromperidol
N05AD07,benperidol
N05AD08,droperidol
N05AD09,fluanisone
N05AD10,lumateperone
N05AE,Indole derivatives
N05AE01,oxypertine
N05AE02,molindone
N05AE03,sertindole
N05AE04,ziprasidone
N05AE05,lurasidone
N05AF,Thioxanthene derivatives
N05AF01,flupentixol
N05AF02,clopenthixol
N05AF03,chlorprothixene
N05AF04,tiotixene
N05AF05,zuclopenthixol
N05AG,Diphenylbutylpiperidine derivatives
N05AG01,fluspirilene
N05AG02,pimozide
N05AG03,penfluridol
N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
N05AH01,loxapine
N05AH02,clozapine
N05AH03,olanzapine
N05AH04,quetiapine
N05AH05,asenapine
N05AH06,clotiapine
N05AH53,olanzapine and samidorphan
N05AL,Benzamides
N05AL01,sulpiride
N05AL02,sultopride
N05AL03,tiapride
N05AL04,remoxipride
N05AL05,amisulpride
N05AL06,veralipride
N05AL07,levosulpiride
N05AN,Lithium
N05AN01,lithium
N05AX,Other antipsychotics
N05AX07,prothipendyl
N05AX08,risperidone
N05AX10,mosapramine
N05AX11,zotepine
N05AX12,aripiprazole
N05AX13,paliperidone
N05AX14,iloperidone
N05AX15,cariprazine
N05AX16,brexpiprazole
N05AX17,pimavanserin
N05B,ANXIOLYTICS
N05BA,Benzodiazepine derivatives
N05BA01,diazepam
N05BA02,chlordiazepoxide
N05BA03,medazepam
N05BA04,oxazepam
N05BA05,potassium clorazepate
N05BA06,lorazepam
N05BA07,adinazolam
N05BA08,bromazepam
N05BA09,clobazam
N05BA10,ketazolam
N05BA11,prazepam
N05BA12,alprazolam
N05BA13,halazepam
N05BA14,pinazepam
N05BA15,camazepam
N05BA16,nordazepam
N05BA17,fludiazepam
N05BA18,ethyl loflazepate
N05BA19,etizolam
N05BA21,clotiazepam
N05BA22,cloxazolam
N05BA23,tofisopam
N05BA24,bentazepam
N05BA25,mexazolam
N05BA56,"lorazepam, combinations"
N05BB,Diphenylmethane derivatives
N05BB01,hydroxyzine
N05BB02,captodiame
N05BB51,"hydroxyzine, combinations"
N05BC,Carbamates
N05BC01,meprobamate
N05BC03,emylcamate
N05BC04,mebutamate
N05BC51,"meprobamate, combinations"
N05BD,Dibenzo-bicyclo-octadiene derivatives
N05BD01,benzoctamine
N05BE,Azaspirodecanedione derivatives
N05BE01,buspirone
N05BX,Other anxiolytics
N05BX01,mephenoxalone
N05BX02,gedocarnil
N05BX03,etifoxine
N05BX04,fabomotizole
N05BX05,Lavandulae aetheroleum
N05C,HYPNOTICS AND SEDATIVES
N05CA,"Barbiturates, plain"
N05CA01,pentobarbital
N05CA02,amobarbital
N05CA03,butobarbital
N05CA04,barbital
N05CA05,aprobarbital
N05CA06,secobarbital
N05CA07,talbutal
N05CA08,vinylbital
N05CA09,vinbarbital
N05CA10,cyclobarbital
N05CA11,heptabarbital
N05CA12,reposal
N05CA15,methohexital
N05CA16,hexobarbital
N05CA19,thiopental
N05CA20,etallobarbital
N05CA21,allobarbital
N05CA22,proxibarbal
N05CB,"Barbiturates, combinations"
N05CB01,combinations of barbiturates
N05CB02,barbiturates in combination with other drugs
N05CC,Aldehydes and derivatives
N05CC01,chloral hydrate
N05CC02,chloralodol
N05CC03,acetylglycinamide chloral hydrate
N05CC04,dichloralphenazone
N05CC05,paraldehyde
N05CD,Benzodiazepine derivatives
N05CD01,flurazepam
N05CD02,nitrazepam
N05CD03,flunitrazepam
N05CD04,estazolam
N05CD05,triazolam
N05CD06,lormetazepam
N05CD07,temazepam
N05CD08,midazolam
N05CD09,brotizolam
N05CD10,quazepam
N05CD11,loprazolam
N05CD12,doxefazepam
N05CD13,cinolazepam
N05CD14,remimazolam
N05CD15,nimetazepam
N05CE,Piperidinedione derivatives
N05CE01,glutethimide
N05CE02,methyprylon
N05CE03,pyrithyldione
N05CF,Benzodiazepine related drugs
N05CF01,zopiclone
N05CF02,zolpidem
N05CF03,zaleplon
N05CF04,eszopiclone
N05CH,Melatonin receptor agonists
N05CH01,melatonin
N05CH02,ramelteon
N05CH03,tasimelteon
N05CJ,Orexin receptor antagonists
N05CJ01,suvorexant
N05CJ02,lemborexant
N05CJ03,daridorexant
N05CM,Other hypnotics and sedatives
N05CM01,methaqualone
N05CM02,clomethiazole
N05CM03,bromisoval
N05CM04,carbromal
N05CM05,scopolamine
N05CM06,propiomazine
N05CM07,triclofos
N05CM08,ethchlorvynol
N05CM09,Valerianae radix
N05CM10,hexapropymate
N05CM11,bromides
N05CM12,apronal
N05CM13,valnoctamide
N05CM15,methylpentynol
N05CM16,niaprazine
N05CM18,dexmedetomidine
N05CX,"Hypnotics and sedatives in combination, excl. barbiturates"
N05CX01,"meprobamate, combinations"
N05CX02,"methaqualone, combinations"
N05CX03,"methylpentynol, combinations"
N05CX04,"clomethiazole, combinations"
N05CX05,"emepronium, combinations"
N05CX06,"dipiperonylaminoethanol, combinations"
N06,PSYCHOANALEPTICS
N06A,ANTIDEPRESSANTS
N06AA,Non-selective monoamine reuptake inhibitors
N06AA01,desipramine
N06AA02,imipramine
N06AA03,imipramine oxide
N06AA04,clomipramine
N06AA05,opipramol
N06AA06,trimipramine
N06AA07,lofepramine
N06AA08,dibenzepin
N06AA09,amitriptyline
N06AA10,nortriptyline
N06AA11,protriptyline
N06AA12,doxepin
N06AA13,iprindole
N06AA14,melitracen
N06AA15,butriptyline
N06AA16,dosulepin
N06AA17,amoxapine
N06AA18,dimetacrine
N06AA19,amineptine
N06AA21,maprotiline
N06AA23,quinupramine
N06AB,Selective serotonin reuptake inhibitors
N06AB02,zimeldine
N06AB03,fluoxetine
N06AB04,citalopram
N06AB05,paroxetine
N06AB06,sertraline
N06AB07,alaproclate
N06AB08,fluvoxamine
N06AB09,etoperidone
N06AB10,escitalopram
N06AF,"Monoamine oxidase inhibitors, non-selective"
N06AF01,isocarboxazid
N06AF02,nialamide
N06AF03,phenelzine
N06AF04,tranylcypromine
N06AF05,iproniazide
N06AF06,iproclozide
N06AG,Monoamine oxidase A inhibitors
N06AG02,moclobemide
N06AG03,toloxatone
N06AX,Other antidepressants
N06AX01,oxitriptan
N06AX02,tryptophan
N06AX03,mianserin
N06AX04,nomifensine
N06AX05,trazodone
N06AX06,nefazodone
N06AX07,minaprine
N06AX08,bifemelane
N06AX09,viloxazine
N06AX10,oxaflozane
N06AX11,mirtazapine
N06AX12,bupropion
N06AX13,medifoxamine
N06AX14,tianeptine
N06AX15,pivagabine
N06AX16,venlafaxine
N06AX17,milnacipran
N06AX18,reboxetine
N06AX19,gepirone
N06AX21,duloxetine
N06AX22,agomelatine
N06AX23,desvenlafaxine
N06AX24,vilazodone
N06AX25,Hyperici herba
N06AX26,vortioxetine
N06AX27,esketamine
N06AX28,levomilnacipran
N06AX29,brexanolone
N06AX31,zuranolone
N06AX62,bupropion and dextromethorphan
N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
N06BA,Centrally acting sympathomimetics
N06BA01,amfetamine
N06BA02,dexamfetamine
N06BA03,metamfetamine
N06BA04,methylphenidate
N06BA05,pemoline
N06BA06,fencamfamin
N06BA07,modafinil
N06BA08,fenozolone
N06BA09,atomoxetine
N06BA10,fenetylline
N06BA11,dexmethylphenidate
N06BA12,lisdexamfetamine
N06BA13,armodafinil
N06BA14,solriamfetol
N06BA15,dexmethylphenidate and serdexmethylphenidate
N06BC,Xanthine derivatives
N06BC01,caffeine
N06BC02,propentofylline
N06BX,Other psychostimulants and nootropics
N06BX01,meclofenoxate
N06BX02,pyritinol
N06BX03,piracetam
N06BX04,deanol
N06BX05,fipexide
N06BX06,citicoline
N06BX07,oxiracetam
N06BX08,pirisudanol
N06BX09,linopirdine
N06BX10,nizofenone
N06BX11,aniracetam
N06BX12,acetylcarnitine
N06BX13,idebenone
N06BX14,prolintane
N06BX15,pipradrol
N06BX16,pramiracetam
N06BX17,adrafinil
N06BX18,vinpocetine
N06BX21,temgicoluril
N06BX22,phenibut
N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION
N06CA,Antidepressants in combination with psycholeptics
N06CA01,amitriptyline and psycholeptics
N06CA02,melitracen and psycholeptics
N06CA03,fluoxetine and psycholeptics
N06CB,Psychostimulants in combination with psycholeptics
N06D,ANTI-DEMENTIA DRUGS
N06DA,Anticholinesterases
N06DA01,tacrine
N06DA02,donepezil
N06DA03,rivastigmine
N06DA04,galantamine
N06DA05,ipidacrine
N06DA52,donepezil and memantine
N06DA53,"donepezil, memantine and Ginkgo folium"
N06DX,Other anti-dementia drugs
N06DX01,memantine
N06DX02,Ginkgo folium
N06DX03,aducanumab
N06DX04,lecanemab
N06DX05,donanemab
N06DX30,combinations
N07,OTHER NERVOUS SYSTEM DRUGS
N07A,PARASYMPATHOMIMETICS
N07AA,Anticholinesterases
N07AA01,neostigmine
N07AA02,pyridostigmine
N07AA03,distigmine
N07AA30,ambenonium
N07AA51,"neostigmine, combinations"
N07AB,Choline esters
N07AB01,carbachol
N07AB02,bethanechol
N07AX,Other parasympathomimetics
N07AX01,pilocarpine
N07AX02,choline alfoscerate
N07AX03,cevimeline
N07B,DRUGS USED IN ADDICTIVE DISORDERS
N07BA,Drugs used in nicotine dependence
N07BA01,nicotine
N07BA03,varenicline
N07BA04,cytisinicline
N07BB,Drugs used in alcohol dependence
N07BB01,disulfiram
N07BB02,calcium carbimide
N07BB03,acamprosate
N07BB04,naltrexone
N07BB05,nalmefene
N07BB06,ondelopran
N07BC,Drugs used in opioid dependence
N07BC01,buprenorphine
N07BC02,methadone
N07BC03,levacetylmethadol
N07BC04,lofexidine
N07BC05,levomethadone
N07BC06,diamorphine
N07BC51,"buprenorphine, combinations"
N07C,ANTIVERTIGO PREPARATIONS
N07CA,Antivertigo preparations
N07CA01,betahistine
N07CA02,cinnarizine
N07CA03,flunarizine
N07CA04,acetylleucine
N07CA52,"cinnarizine, combinations"
N07X,OTHER NERVOUS SYSTEM DRUGS
N07XA,Gangliosides and ganglioside derivatives
N07XX,Other nervous system drugs
N07XX01,tirilazad
N07XX02,riluzole
N07XX03,xaliproden
N07XX04,sodium oxybate
N07XX05,amifampridine
N07XX06,tetrabenazine
N07XX07,fampridine
N07XX08,tafamidis
N07XX10,laquinimod
N07XX11,pitolisant
N07XX12,patisiran
N07XX13,valbenazine
N07XX14,edaravone
N07XX15,inotersen
N07XX16,deutetrabenazine
N07XX17,arimoclomol
N07XX18,vutrisiran
N07XX19,sodium phenylbutyrate and ursodoxicoltaurine
N07XX21,eplontersen
N07XX22,tofersen
N07XX23,troriluzole
N07XX24,trofinetide
N07XX25,omaveloxolone
N07XX59,"dextromethorphan, combinations"
